Area,Year,Variable,Variable Value
Portugal,1953-01-01,Value,8573.397
Nigeria,1953-01-01,Value,39347.719
United Kingdom of Great Britain and Northern Ireland,1953-01-01,Value,50728.62
United States of America,1953-01-01,Value,155451.199
India,1953-01-01,Value,381227.705
Portugal,1954-01-01,Value,8619.174
Nigeria,1954-01-01,Value,40082.479
United Kingdom of Great Britain and Northern Ireland,1954-01-01,Value,50969.939
United States of America,1954-01-01,Value,158205.873
India,1954-01-01,Value,389731.406
Portugal,1955-01-01,Value,8665.451
Nigeria,1955-01-01,Value,40839.223
United Kingdom of Great Britain and Northern Ireland,1955-01-01,Value,51193.266
United States of America,1955-01-01,Value,161136.449
India,1955-01-01,Value,398577.992
Portugal,1956-01-01,Value,8707.083
Nigeria,1956-01-01,Value,41616.571
United Kingdom of Great Britain and Northern Ireland,1956-01-01,Value,51421.613
United States of America,1956-01-01,Value,164063.411
India,1956-01-01,Value,407656.597
Portugal,1957-01-01,Value,8748.069
Nigeria,1957-01-01,Value,42413.359
United Kingdom of Great Britain and Northern Ireland,1957-01-01,Value,51682.399
United States of America,1957-01-01,Value,166949.12
India,1957-01-01,Value,416935.399
Portugal,1958-01-01,Value,8799.094
Nigeria,1958-01-01,Value,43214.753
United Kingdom of Great Britain and Northern Ireland,1958-01-01,Value,51960.813
United States of America,1958-01-01,Value,170147.101
India,1958-01-01,Value,426295.763
Portugal,1959-01-01,Value,8849.589
Nigeria,1959-01-01,Value,44044.231
United Kingdom of Great Britain and Northern Ireland,1959-01-01,Value,52241.647
United States of America,1959-01-01,Value,173324.608
India,1959-01-01,Value,435900.352
Portugal,1960-01-01,Value,8882.469
Nigeria,1960-01-01,Value,44928.342
United Kingdom of Great Britain and Northern Ireland,1960-01-01,Value,52543.017
United States of America,1960-01-01,Value,176188.578
India,1960-01-01,Value,445954.579
Portugal,1961-01-01,Value,8896.915
Nigeria,1961-01-01,Value,45855.507
United Kingdom of Great Britain and Northern Ireland,1961-01-01,Value,52861.251
United States of America,1961-01-01,Value,179087.278
India,1961-01-01,Value,456351.876
Portugal,1962-01-01,Value,8905.437
Nigeria,1962-01-01,Value,46821.845
United Kingdom of Great Britain and Northern Ireland,1962-01-01,Value,53183.63
United States of America,1962-01-01,Value,181917.809
India,1962-01-01,Value,467024.193
Portugal,1963-01-01,Value,8907.702
Nigeria,1963-01-01,Value,47822.569
United Kingdom of Great Britain and Northern Ireland,1963-01-01,Value,53508.514
United States of America,1963-01-01,Value,184649.873
India,1963-01-01,Value,477933.619
Portugal,1964-01-01,Value,8905.558
Nigeria,1964-01-01,Value,48856.332
United Kingdom of Great Britain and Northern Ireland,1964-01-01,Value,53861.5
United States of America,1964-01-01,Value,187277.378
India,1964-01-01,Value,489059.309
Portugal,1965-01-01,Value,8899.092
Nigeria,1965-01-01,Value,49925.799
United Kingdom of Great Britain and Northern Ireland,1965-01-01,Value,54229.565
United States of America,1965-01-01,Value,189703.283
India,1965-01-01,Value,500114.346
Portugal,1966-01-01,Value,8881.847
Nigeria,1966-01-01,Value,51020.296
United Kingdom of Great Britain and Northern Ireland,1966-01-01,Value,54560.502
United States of America,1966-01-01,Value,191830.975
India,1966-01-01,Value,510992.617
Portugal,1967-01-01,Value,8856.641
Nigeria,1967-01-01,Value,52106.681
United Kingdom of Great Britain and Northern Ireland,1967-01-01,Value,54876.365
United States of America,1967-01-01,Value,193782.438
India,1967-01-01,Value,521987.069
Portugal,1968-01-01,Value,8821.528
Nigeria,1968-01-01,Value,53210.119
United Kingdom of Great Britain and Northern Ireland,1968-01-01,Value,55169.244
United States of America,1968-01-01,Value,195743.427
India,1968-01-01,Value,533431.909
Portugal,1969-01-01,Value,8768.151
Nigeria,1969-01-01,Value,54360.75
United Kingdom of Great Britain and Northern Ireland,1969-01-01,Value,55420.519
United States of America,1969-01-01,Value,197859.329
India,1969-01-01,Value,545314.67
Portugal,1970-01-01,Value,8683.631
Nigeria,1970-01-01,Value,55569.264
United Kingdom of Great Britain and Northern Ireland,1970-01-01,Value,55650.166
United States of America,1970-01-01,Value,200328.34
India,1970-01-01,Value,557501.301
Portugal,1971-01-01,Value,8700.519
United Kingdom of Great Britain and Northern Ireland,1971-01-01,Value,55875.903
Nigeria,1971-01-01,Value,56837.614
United States of America,1971-01-01,Value,202907.917
India,1971-01-01,Value,569999.178
Portugal,1972-01-01,Value,8833.266
United Kingdom of Great Britain and Northern Ireland,1972-01-01,Value,56057.315
Nigeria,1972-01-01,Value,58173.834
United States of America,1972-01-01,Value,205238.39
India,1972-01-01,Value,582837.973
Portugal,1973-01-01,Value,8957.96
United Kingdom of Great Britain and Northern Ireland,1973-01-01,Value,56166.63
Nigeria,1973-01-01,Value,59605.446
United States of America,1973-01-01,Value,207314.764
India,1973-01-01,Value,596107.483
Portugal,1974-01-01,Value,9079.603
United Kingdom of Great Britain and Northern Ireland,1974-01-01,Value,56233.776
Nigeria,1974-01-01,Value,61157.931
United States of America,1974-01-01,Value,209277.968
India,1974-01-01,Value,609721.951
Portugal,1975-01-01,Value,9202.709
United Kingdom of Great Britain and Northern Ireland,1975-01-01,Value,56266.842
Nigeria,1975-01-01,Value,62851.312
United States of America,1975-01-01,Value,211274.535
India,1975-01-01,Value,623524.219
Portugal,1976-01-01,Value,9330.201
United Kingdom of Great Britain and Northern Ireland,1976-01-01,Value,56263.232
Nigeria,1976-01-01,Value,64658.315
United States of America,1976-01-01,Value,213270.022
India,1976-01-01,Value,637451.448
Portugal,1977-01-01,Value,9458.997
United Kingdom of Great Britain and Northern Ireland,1977-01-01,Value,56244.84
Nigeria,1977-01-01,Value,66589.655
United States of America,1977-01-01,Value,215437.405
India,1977-01-01,Value,651685.628
Portugal,1978-01-01,Value,9578.255
United Kingdom of Great Britain and Northern Ireland,1978-01-01,Value,56240.768
Nigeria,1978-01-01,Value,68633.344
United States of America,1978-01-01,Value,217881.437
India,1978-01-01,Value,666267.76
Portugal,1979-01-01,Value,9686.178
United Kingdom of Great Britain and Northern Ireland,1979-01-01,Value,56265.154
Nigeria,1979-01-01,Value,70750.307
United States of America,1979-01-01,Value,220463.115
India,1979-01-01,Value,681248.383
Portugal,1980-01-01,Value,9785.252
United Kingdom of Great Britain and Northern Ireland,1980-01-01,Value,56326.328
Nigeria,1980-01-01,Value,72951.439
United States of America,1980-01-01,Value,223140.018
India,1980-01-01,Value,696828.385
Portugal,1981-01-01,Value,9856.752
United Kingdom of Great Britain and Northern Ireland,1981-01-01,Value,56395.846
Nigeria,1981-01-01,Value,75175.387
United States of America,1981-01-01,Value,225654.008
India,1981-01-01,Value,712869.298
Portugal,1982-01-01,Value,9904.424
United Kingdom of Great Britain and Northern Ireland,1982-01-01,Value,56450.133
Nigeria,1982-01-01,Value,77388.067
United States of America,1982-01-01,Value,228001.418
India,1982-01-01,Value,729169.466
Portugal,1983-01-01,Value,9943.821
United Kingdom of Great Britain and Northern Ireland,1983-01-01,Value,56501.612
Nigeria,1983-01-01,Value,79351.586
United States of America,1983-01-01,Value,230389.964
India,1983-01-01,Value,745826.546
Portugal,1984-01-01,Value,9974.819
United Kingdom of Great Britain and Northern Ireland,1984-01-01,Value,56568.253
Nigeria,1984-01-01,Value,81337.553
United States of America,1984-01-01,Value,232766.28
India,1984-01-01,Value,762895.156
Portugal,1985-01-01,Value,9996.896
United Kingdom of Great Britain and Northern Ireland,1985-01-01,Value,56643.045
Nigeria,1985-01-01,Value,83585.251
United States of America,1985-01-01,Value,235146.182
India,1985-01-01,Value,780242.084
Portugal,1986-01-01,Value,10011.03
United Kingdom of Great Britain and Northern Ireland,1986-01-01,Value,56721.909
Nigeria,1986-01-01,Value,85804.185
United States of America,1986-01-01,Value,237512.783
India,1986-01-01,Value,797878.993
Portugal,1987-01-01,Value,10020.203
United Kingdom of Great Britain and Northern Ireland,1987-01-01,Value,56826.322
Nigeria,1987-01-01,Value,88044.187
United States of America,1987-01-01,Value,239853.168
India,1987-01-01,Value,815716.125
Portugal,1988-01-01,Value,10023.31
United Kingdom of Great Britain and Northern Ireland,1988-01-01,Value,56952.648
Nigeria,1988-01-01,Value,90351.467
United States of America,1988-01-01,Value,242287.814
India,1988-01-01,Value,833729.681
Portugal,1989-01-01,Value,10020.315
United Kingdom of Great Britain and Northern Ireland,1989-01-01,Value,57076.099
Nigeria,1989-01-01,Value,92744.064
United States of America,1989-01-01,Value,244954.094
India,1989-01-01,Value,852012.673
Portugal,1990-01-01,Value,10007.346
United Kingdom of Great Britain and Northern Ireland,1990-01-01,Value,57210.442
Nigeria,1990-01-01,Value,95214.257
United States of America,1990-01-01,Value,248083.732
India,1990-01-01,Value,870452.165
Portugal,1991-01-01,Value,9986.415
United Kingdom of Great Britain and Northern Ireland,1991-01-01,Value,57359.454
Nigeria,1991-01-01,Value,97685.36
United States of America,1991-01-01,Value,251560.189
India,1991-01-01,Value,888941.756
Portugal,1992-01-01,Value,9978.744
United Kingdom of Great Britain and Northern Ireland,1992-01-01,Value,57509.24
Nigeria,1992-01-01,Value,100182.045
United States of America,1992-01-01,Value,255175.339
India,1992-01-01,Value,907574.049
Portugal,1993-01-01,Value,9992.103
United Kingdom of Great Britain and Northern Ireland,1993-01-01,Value,57647.463
Nigeria,1993-01-01,Value,102775.465
United States of America,1993-01-01,Value,258779.753
India,1993-01-01,Value,926351.297
Portugal,1994-01-01,Value,10018.104
United Kingdom of Great Britain and Northern Ireland,1994-01-01,Value,57785.9
Nigeria,1994-01-01,Value,105456.121
United States of America,1994-01-01,Value,262273.589
India,1994-01-01,Value,945261.958
Portugal,1995-01-01,Value,10051.248
United Kingdom of Great Britain and Northern Ireland,1995-01-01,Value,57930.364
Nigeria,1995-01-01,Value,108187.61
United States of America,1995-01-01,Value,265660.556
India,1995-01-01,Value,964279.129
Portugal,1996-01-01,Value,10087.645
United Kingdom of Great Britain and Northern Ireland,1996-01-01,Value,58078.586
Nigeria,1996-01-01,Value,110956.183
United States of America,1996-01-01,Value,268984.347
India,1996-01-01,Value,983281.218
Portugal,1997-01-01,Value,10130.549
United Kingdom of Great Britain and Northern Ireland,1997-01-01,Value,58250.198
Nigeria,1997-01-01,Value,113791.181
United States of America,1997-01-01,Value,272395.438
India,1997-01-01,Value,1002335.23
Portugal,1998-01-01,Value,10179.415
United Kingdom of Great Britain and Northern Ireland,1998-01-01,Value,58438.321
Nigeria,1998-01-01,Value,116690.527
United States of America,1998-01-01,Value,275835.018
India,1998-01-01,Value,1021434.576
Portugal,1999-01-01,Value,10233.369
United Kingdom of Great Britain and Northern Ireland,1999-01-01,Value,58635.202
Nigeria,1999-01-01,Value,119695.565
United States of America,1999-01-01,Value,279181.581
India,1999-01-01,Value,1040500.054
Portugal,2000-01-01,Value,10300.626
United Kingdom of Great Britain and Northern Ireland,2000-01-01,Value,58850.043
Nigeria,2000-01-01,Value,122851.984
United States of America,2000-01-01,Value,282398.554
India,2000-01-01,Value,1059633.675
Portugal,2001-01-01,Value,10371.819
United Kingdom of Great Britain and Northern Ireland,2001-01-01,Value,59092.016
Nigeria,2001-01-01,Value,126152.678
United States of America,2001-01-01,Value,285470.493
India,2001-01-01,Value,1078970.907
Portugal,2002-01-01,Value,10430.914
United Kingdom of Great Britain and Northern Ireland,2002-01-01,Value,59355.69
Nigeria,2002-01-01,Value,129583.026
United States of America,2002-01-01,Value,288350.252
India,2002-01-01,Value,1098313.039
Portugal,2003-01-01,Value,10473.344
United Kingdom of Great Britain and Northern Ireland,2003-01-01,Value,59649.799
Nigeria,2003-01-01,Value,133119.801
United States of America,2003-01-01,Value,291109.82
India,2003-01-01,Value,1117415.123
Portugal,2004-01-01,Value,10501.522
United Kingdom of Great Britain and Northern Ireland,2004-01-01,Value,59995.851
Nigeria,2004-01-01,Value,136756.848
United States of America,2004-01-01,Value,293947.885
India,2004-01-01,Value,1136264.583
Portugal,2005-01-01,Value,10523.315
United Kingdom of Great Britain and Northern Ireland,2005-01-01,Value,60383.741
Nigeria,2005-01-01,Value,140490.722
United States of America,2005-01-01,Value,296842.67
India,2005-01-01,Value,1154638.713
Portugal,2006-01-01,Value,10543.947
United Kingdom of Great Britain and Northern Ireland,2006-01-01,Value,60803.7
Nigeria,2006-01-01,Value,144329.764
United States of America,2006-01-01,Value,299753.098
India,2006-01-01,Value,1172373.788
Portugal,2007-01-01,Value,10565.551
United Kingdom of Great Britain and Northern Ireland,2007-01-01,Value,61260.676
Nigeria,2007-01-01,Value,148294.028
United States of America,2007-01-01,Value,302743.399
India,2007-01-01,Value,1189691.809
Portugal,2008-01-01,Value,10580.96
United Kingdom of Great Britain and Northern Ireland,2008-01-01,Value,61742.151
Nigeria,2008-01-01,Value,152382.506
United States of America,2008-01-01,Value,305694.91
India,2008-01-01,Value,1206734.806
Portugal,2009-01-01,Value,10591.343
United Kingdom of Great Britain and Northern Ireland,2009-01-01,Value,62243.378
Nigeria,2009-01-01,Value,156595.758
United States of America,2009-01-01,Value,308512.035
India,2009-01-01,Value,1223640.16
Portugal,2010-01-01,Value,10588.401
United Kingdom of Great Britain and Northern Ireland,2010-01-01,Value,62760.039
Nigeria,2010-01-01,Value,160952.853
United States of America,2010-01-01,Value,311182.845
India,2010-01-01,Value,1240613.62
Portugal,2011-01-01,Value,10564.826
United Kingdom of Great Britain and Northern Ireland,2011-01-01,Value,63286.362
Nigeria,2011-01-01,Value,165463.745
United States of America,2011-01-01,Value,313876.608
India,2011-01-01,Value,1257621.191
Portugal,2012-01-01,Value,10522.086
United Kingdom of Great Britain and Northern Ireland,2012-01-01,Value,63808.727
Nigeria,2012-01-01,Value,170075.932
United States of America,2012-01-01,Value,316651.321
India,2012-01-01,Value,1274487.215
Portugal,2013-01-01,Value,10464.535
United Kingdom of Great Britain and Northern Ireland,2013-01-01,Value,64302.297
Nigeria,2013-01-01,Value,174726.123
United States of America,2013-01-01,Value,319375.166
India,2013-01-01,Value,1291132.063
Portugal,2014-01-01,Value,10408.372
United Kingdom of Great Britain and Northern Ireland,2014-01-01,Value,64773.504
Nigeria,2014-01-01,Value,179379.016
United States of America,2014-01-01,Value,322033.964
India,2014-01-01,Value,1307246.509
Portugal,2015-01-01,Value,10365.435
United Kingdom of Great Britain and Northern Ireland,2015-01-01,Value,65224.364
Nigeria,2015-01-01,Value,183995.785
United States of America,2015-01-01,Value,324607.776
India,2015-01-01,Value,1322866.505
Portugal,2016-01-01,Value,10332.753
United Kingdom of Great Britain and Northern Ireland,2016-01-01,Value,65655.203
Nigeria,2016-01-01,Value,188666.931
United States of America,2016-01-01,Value,327210.198
India,2016-01-01,Value,1338636.34
Portugal,2017-01-01,Value,10307.53
United Kingdom of Great Britain and Northern Ireland,2017-01-01,Value,66064.804
Nigeria,2017-01-01,Value,193495.907
United States of America,2017-01-01,Value,329791.231
India,2017-01-01,Value,1354195.68
Portugal,2018-01-01,Value,10289.835
United Kingdom of Great Britain and Northern Ireland,2018-01-01,Value,66432.993
Nigeria,2018-01-01,Value,198387.623
United States of America,2018-01-01,Value,332140.037
India,2018-01-01,Value,1369003.306
Portugal,2019-01-01,Value,10289.923
United Kingdom of Great Britain and Northern Ireland,2019-01-01,Value,66778.659
Nigeria,2019-01-01,Value,203304.492
United States of America,2019-01-01,Value,334319.671
India,2019-01-01,Value,1383112.05
Portugal,2020-01-01,Value,10298.192
United Kingdom of Great Britain and Northern Ireland,2020-01-01,Value,67059.474
Nigeria,2020-01-01,Value,208327.405
United States of America,2020-01-01,Value,335942.003
India,2020-01-01,Value,1396387.127
Portugal,2021-01-01,Value,10290.103
United Kingdom of Great Britain and Northern Ireland,2021-01-01,Value,67281.039
Nigeria,2021-01-01,Value,213401.323
United States of America,2021-01-01,Value,336997.624
India,2021-01-01,Value,1407563.842
Portugal,1950-01-01,Flag,X
Nigeria,1950-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1950-01-01,Flag,X
United States of America,1950-01-01,Flag,X
India,1950-01-01,Flag,X
Portugal,1951-01-01,Flag,X
Nigeria,1951-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1951-01-01,Flag,X
United States of America,1951-01-01,Flag,X
India,1951-01-01,Flag,X
Portugal,1952-01-01,Flag,X
Nigeria,1952-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1952-01-01,Flag,X
United States of America,1952-01-01,Flag,X
India,1952-01-01,Flag,X
Portugal,1953-01-01,Flag,X
Nigeria,1953-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1953-01-01,Flag,X
United States of America,1953-01-01,Flag,X
India,1953-01-01,Flag,X
Portugal,1954-01-01,Flag,X
Nigeria,1954-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1954-01-01,Flag,X
United States of America,1954-01-01,Flag,X
India,1954-01-01,Flag,X
Portugal,1955-01-01,Flag,X
Nigeria,1955-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1955-01-01,Flag,X
United States of America,1955-01-01,Flag,X
India,1955-01-01,Flag,X
Portugal,1956-01-01,Flag,X
Nigeria,1956-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1956-01-01,Flag,X
United States of America,1956-01-01,Flag,X
India,1956-01-01,Flag,X
Portugal,1957-01-01,Flag,X
Nigeria,1957-01-01,Flag,X
United Kingdom of Great Britain and Northern Ireland,1957-01-01,Flag,X
